id,longitude,latitude,circumference,height,start_date,note,denotation,diameter_crown,date,diameter
6035002773,7.7589878,47.4548032,0.74,,,"data: 2018,  newly discovered",natural_monument,,,
6058822685,7.7720671,47.4361205,0.11,,,data: 2018 / tree planting,,,,
9124182922,8.0730756,47.4263477,0.15,,,data:  March 2015,,,,
8653321788,7.7006566,47.4997943,0.3,8,,"data:  April 2021
fruits 2020",,,,
8653472029,7.6971976,47.5006983,0.07,,,data:  April 2021,,,,
9124353826,8.331883,47.3324462,,,,data:,,,,
9124441956,7.9815115,47.5255292,,,,data:,,,,
9513262160,8.754158,48.976555,,,,data. August 2011,natural_monument,,,
6058823821,7.7717168,47.4381523,0.19,,,data Nov. 2018  /  tree planting,,,,
6124184176,7.7428427,47.5064903,0.17,,,data  Dec. 2018 / tree planting,,,,
8946896937,8.2092317,47.5381317,0.68,,,"circumference W. Keller 2001: 60cm, diameter: 19 cm,  Tab. Nr. 1 Baum mit blauem Schrägstrich",,,,
6158662135,7.6524871,47.5166898,0.89,,,"circumference December 2018: 0.89m (M. Dick) circumference 2011: 0.83m (H. Polt)
Aug. 2019: visible fruits",natural_monument,,,
6158654814,7.6523788,47.516771,0.89,,,"circumference December 2018: 0.89m (M. Dick) circumference 2011: 0.79m (H. Polt)
Aug. 2019: visible fruits",natural_monument,,,
8493100832,7.6326217,47.485821,0.08,,,Umfang überprüfen,,,,
6586975595,9.1731174,47.6962425,,,,Speierlingallee wurde in den Neunzigern gepflanzt,,,,
6586975596,9.1733293,47.6960394,,,,Speierlingallee wurde in den Neunzigern gepflanzt,,,,
6586975597,9.173218,47.6961541,,,,Speierlingallee wurde in den Neunzigern gepflanzt,,,,
6586975598,9.1730289,47.6963228,,,,Speierlingallee wurde in den Neunzigern gepflanzt,,,,
6586975599,9.1729591,47.6963996,,,,Speierlingallee wurde in den Neunzigern gepflanzt,,,,
6166873274,7.6245081,47.505418,1.30,,,"September 2019: no fruits, August 2020 with fruits
circumference December 2018: 1.3m
circumference 2011: 127cm (H. Polt) 
diameter ca. 1955: 35cm (W. Plattner NGBL)",natural_monument,,,
6139528930,7.6497961,47.4947077,1.98,,,"September 2019: no fruits  August 2020 with fruits
circumference December 2018: 1.98m  
circumference  2003: 1.63m (H.Polt)
circumference  1983: 1.32m (P. Rieder) 
diameter ca. 1955: 0.28m (W. Plattner NGBL)",natural_monument,,,
8761939914,7.808348,47.5064952,1.34,,,Mai 2021,,,,
3658216508,14.2762201,48.2957937,0.39,6,,Importiert am 2015-07-18 aus dem offiziell freigegebenen Baumkataster unter http://ckan.data.linz.gv.at/package/baumkataster-9451,urban,4,,
3658274148,14.2889522,48.3390091,0.09,1,,Importiert am 2015-07-18 aus dem offiziell freigegebenen Baumkataster unter http://ckan.data.linz.gv.at/package/baumkataster-4175,urban,1,,
3328915764,6.5463098,50.8520599,,,,Die Namen stehen so auf einem Schild. Jedes Jahr ist mit vier Bäumen vertreten.,,,,
3328915765,6.5460848,50.8525812,,,,Die Namen stehen so auf einem Schild. Jedes Jahr ist mit vier Bäumen vertreten.,,,,
9569656467,7.6347028,48.018479,,,,"Data: April 2022, provisorisch, nachprüfen",,,,
9521331862,9.001107,49.00058,,,,BW-81180760095,natural_monument,,April 1993,
8493726140,7.7247791,47.462179,0.1 / 0.08 / 0.08,,,"3 tribes, probably natural",,,,
4532428725,0.3206751,40.8756294,,,,,,,,
6920879485,1.0397,41.3664,,,,,,,,
2242220341,-0.6049298,44.8511304,0.15,5,2006,,,,,
2242220374,-0.6048903,44.8511345,0.15,5,2006,,,,,
2242220407,-0.60494,44.8511427,0.15,5,2006,,,,,
2242222767,-0.6052774,44.851291,0.09,4,2008,,,,,
2242222837,-0.6052994,44.851292,0.15,7,2006,,,,,
2242223145,-0.6052814,44.8513064,0.15,6,2006,,,,,
2242223388,-0.6052967,44.8513135,0.15,7,2006,,,,,
2242223411,-0.6052606,44.8513138,0.15,7,2006,,,,,
2242223728,-0.6052579,44.851326,0.15,6,2006,,,,,
2242223846,-0.6052954,44.851329,0.15,7,2006,,,,,
2242223918,-0.6052708,44.8513379,0.09,5,2008,,,,,
2242224067,-0.6052858,44.8513499,0.15,7,2006,,,,,
2242227237,-0.6051861,44.8518309,0.18,5,2005,,,,,
2242227437,-0.605188,44.8518484,0.18,5,2005,,,,,
2242227468,-0.6052058,44.851853,0.12,4,2007,,,,,
2242227510,-0.6051874,44.8518671,0.15,4,2006,,,,,
2242227535,-0.6052037,44.8518714,0.09,3,2008,,,,,
2242270806,-0.5764423,44.8640823,0.18,5,2005,,,,,
2242270864,-0.5764679,44.8641005,0.18,5,2005,,,,,
2242282139,-0.6695133,44.8725951,0.12,4,2007,,,,,
2838588793,-0.3696042,43.2959607,,,,,,,,
2838588795,-0.3695014,43.2959794,,,,,,,,
2838588797,-0.3693995,43.2960005,,,,,,,,
2838588799,-0.3693102,43.2960155,,,,,,,,
3811240598,-2.6852142,42.8451467,,,,,,,,
3811240627,-2.685199,42.8451997,,,,,,,,
3811241729,-2.6862121,42.8459324,,,,,,,,
3811241755,-2.6861988,42.8459795,,,,,,,,
3811242855,-2.684793,42.8466147,,,,,,,,
3811243011,-2.6848585,42.8466889,,,,,,,,
4886285170,-2.7043676,42.8535147,,,,,,,,
7385779906,11.2607688,43.7985379,,,,,,,,
7385779907,11.260697,43.7986212,,,,,,,,
7385779908,11.2607128,43.798627,,,,,,,,
7385779909,11.2607069,43.7986395,,,,,,,,
7385779910,11.2553705,43.7915967,,,,,,,,
7385779911,11.2554392,43.7915993,,,,,,,,
7385779912,11.2554256,43.7915507,,,,,,,,
7385779913,11.2553501,43.7915347,,,,,,,,
7459028192,11.3230525,43.7847823,,,,,,,,
7473926653,11.2944496,43.7654204,,,,,,,,
5122231486,0.6390729,48.3056528,,,,,,,,
9332651734,4.7459581,47.0543597,,,,,,,,
2110018265,8.2418864,49.3962567,,,,,,,,
3313235068,8.4836856,49.0670281,,,,,,,,
4213581581,8.2450543,49.391279,,,,,,,,
4213581582,8.2451918,49.3913093,,,,,,,,
4903591693,9.1804957,49.9750941,,,,,,,,
5042530602,7.3677841,48.6929859,,,,,,,,
5246252722,5.7359879,45.1838037,,,2011,,urban,,,
5246265976,5.7264973,45.1746597,,,2015,,urban,,,
5246266260,5.7271217,45.1744028,,,2015,,urban,,,
5246281612,5.7267932,45.174391,,,2015,,urban,,,
5618404744,6.4350271,49.8464591,,,,,,,,
5932695381,5.9062283,48.8214888,,,,,,,,
6222025390,7.7614646,47.4789841,0.32,,,,,,,
6329573326,7.6194986,47.5527345,0.70,,,,urban,,,
6630147905,6.1597589,49.8353979,,,,,natural_monument,,,
6630180012,6.4034725,49.7181248,,,,,natural_monument,,,
6630180018,6.1968406,49.782574,,,,,natural_monument,,,
6630180039,6.4119969,49.6815052,,,,,natural_monument,,,
6630180048,6.2813018,49.5920228,,,,,natural_monument,,,
6630180100,6.4049707,49.7182295,,,,,natural_monument,,,
6630180109,6.1979233,49.7821512,,,,,natural_monument,,,
6817458589,7.6542721,47.5403668,0.02,,,,,,,
6835781869,8.0764848,49.1996468,,,,,,,,
6835781870,8.0765541,49.1996987,,,,,,,,
6896852470,7.8519764,47.4203804,0.44,,,,agricultural,,,
7501407312,7.7404261,49.8612024,,,,,,,,
7501407313,7.7401739,49.861282,,,,,,,,
7501407314,7.7396509,49.8614808,,,,,,,,
7973691893,9.0132147,49.0086233,,,,,,,,
8703016856,6.2672956,48.6946948,,,,,,,,
8898115632,8.5216663,47.2255233,,,,,,,,
9083641213,8.1663959,47.5887299,0.58,,,,,,,
9092234356,7.6673625,47.8264625,0.96,,,,agricultural,,,
9103388039,5.5547111,48.7431326,,,,,,,,
9144699061,8.0646879,47.5351691,0.06,,,,,,,
9145179236,8.2685304,47.4209354,,,,,,,,
9145518029,8.2678345,47.420382,,,,,,,,
9145684650,8.2675151,47.4205146,,,,,,,,
9485866105,7.7172452,48.60097,12.566,,,,,4,,
9485866106,7.7171673,48.6010455,12.566,5,,,,4,,
9485866824,7.7175837,48.6009792,12.566,,,,,4,,
9485866825,7.7177064,48.6005151,18.85,,,,,1,,
9485965173,7.6946264,48.5981367,9.425,2,,,,1,,
9486950162,7.717026,48.586207,18.85,4,,,,1,,
9510028815,8.817245,48.900373,,,,,natural_monument,,,
9646418744,7.7212876,48.5271375,37.699,5,,,,2,,
9646419019,7.7212134,48.5269314,37.699,5,,,,2,,
9649738182,7.7506152,48.5443969,21.991,5,,,,3,,
9649739726,7.7505391,48.5440982,21.991,5,,,,3,,
9649794316,7.8014061,48.5679081,18.85,3,,,,0,,
9649794323,7.8013128,48.5678266,18.85,3,,,,0,,
9709082689,5.7393681,45.2010038,,,2019,,urban,,,
3458128934,-0.0309931,47.0034543,,,,,natural_monument,,,
7727141125,-1.7918191,48.1132125,,,,,,,,
3554433593,10.4538865,49.6616754,,,,,,,,
451716837,18.7220806,48.3211201,4.29,15,~1600,,natural_monument,,,
451717096,19.0948547,48.1435683,,,,,,,,
451717858,16.9985569,48.1768478,,,,,,,,
451717864,17.3156312,48.336064,,,,,,,,
451717865,17.3114221,48.3304261,,,,,,,,
451717871,17.3150397,48.3354838,,,,,,,,
1544851901,16.311379,48.2622429,,,,,urban,,,
2044525718,16.3342869,48.2349641,0.3,5,2006,,urban,3.5,,
2044527311,16.3343044,48.2350286,0.31,7,2003,,urban,2,,
2044600426,16.4743187,48.2404399,0.24,3,2007,,urban,1,,
5518446993,16.2473145,48.0285395,,,,,natural_monument,,,
7891122022,17.8421,48.851183,440,20,,,natural_monument,25,,
1446063078,6.0081332,50.687515,,,,,,,,
3645043472,9.9729015,51.5367743,,,,,,,,
3729829281,9.9724141,51.5367305,,,,,,,,
3744469382,9.4694095,51.2968563,,,2004,,urban,,,
4090258869,7.1232529,50.7942606,0.34,8.00,,,urban,2.50,,
5365412441,8.5560501,50.1217757,,,~1870,,,,,
5487077938,8.3059278,51.4284268,,,,,,,,
6174458583,7.0978756,50.7798885,0.31,3.00,2010,,urban,1.00,,
6176616665,7.0974536,50.7795786,0.43,3.00,2010,,urban,1.00,,
6176616666,7.0975553,50.7795914,0.13,3.00,2010,,urban,1.00,,
6176616667,7.0976547,50.7796059,0.35,3.00,2010,,urban,1.00,,
6176616668,7.0977524,50.7796187,0.31,3.00,2010,,urban,1.00,,
6176616669,7.0978388,50.7796393,0.31,3.00,2010,,urban,1.00,,
6176616670,7.0979456,50.7796468,0.13,3.00,2010,,urban,1.00,,
6176616671,7.0980366,50.7796574,0.24,3.00,2010,,urban,1.00,,
6176616672,7.0978587,50.7797833,0.30,3.00,2010,,urban,1.00,,
6176616673,7.0979595,50.7797753,0.28,3.00,2010,,urban,1.00,,
6176616674,7.0980546,50.7797721,0.23,3.00,2010,,urban,1.00,,
6176616675,7.098079,50.7798804,0.31,3.00,2010,,urban,1.00,,
6176616676,7.0979742,50.7798876,0.23,3.00,2010,,urban,1.00,,
6948619924,7.1125525,50.8117088,0.44,6.00,,,urban,3.50,,
7449271204,9.5651704,51.2134996,,,2011,,,,,
7539205412,7.3290799,50.8229381,,,,,,,,
8330016716,7.2815712,50.0857187,,,,,,,,
9064497999,9.6113987,52.8628222,,,,,,,,
4732505704,-1.835193,52.426879,,3,,,,,,
4735788876,-1.851232,52.43489,,1 to 1.99m,,,,,,
1140816740,10.2027205,50.0439201,,,,,,,,
1251673587,13.7088162,50.9942566,,,,,,,,
1271093159,12.9059136,50.9128725,,,,,,,,
4394277591,10.2130408,50.0934339,,,,,,,,
8902021928,13.4133109,52.4824116,,,,,park,4,,
9363442554,13.4746452,52.5294738,,4,,,park,,,30 cm
2387534351,-7.258103,52.6520149,,,,,,,,
